ID,Age,Income,Postcode,Gender,Outgoings,Approved
456850596,48,19531,PE20 2LF,a,7093,True
456850719,71,nil,G71 6JF,a,4210,False
456850719,71,92151,G71 6JF,a,4210,False
456850770,22,67421,SG1 3FB,a,22443,True
456850933,85,144018,W1T 3PG,b,23301,False
456850989,41,nil,PL9 8SN,a,3760,False
456850989,41,18914,PL9 8SN,a,3760,False
456851083,35,21652,WF7 5HT,a,999999999999999999999999,True
456851083,35,21652,WF7 5HT,a,3615,True
456851191,43,18115,OX2 9QD,b,20335,False
456851279,31,133437,N16 5TT,a,1693,True
456851374,26,64001,CH61 3XL,a,23598,False
456851509,61,nil,CF37 4NN,a,22289,True
456851509,61,119893,CF37 4NN,a,22289,True
456851604,56,42019,CF44 6AX,a,8722,False
456851692,44,106582,SW6 1SL,a,6961,False
456851824,76,78442,LS16 6SX,a,5103,False
456851880,32,18520,BT61 9HN,a,10286,False
456851974,26,48809,PE2 5PJ,b,18571,True
456852080,32,7324,M44 5JT,a,16238,False
456852240,92,84810,BT23 5BT,a,23548,False
456852269,21,27963,HP14 4LL,b,11911,False
456852419,71,140461,SW19 3QZ,a,10415,False
456852478,30,108080,LS27 0PW,b,13254,True
456852572,24,81950,HA9 0GR,a,14025,True
456852691,43,82644,EX14 3PE,b,13715,True
456852818,70,32389,L10 3JD,b,10935,False
456852939,91,42876,BT44 8PU,a,8322,False
456852977,29,106929,WF7 5WT,b,16625,True
456853103,55,138212,W8 5AE,b,6856,True
456853199,51,89281,HA1 2DD,a,20724,False
456853286,38,137013,E14 4QZ,b,2876,True
456853439,91,62827,LU3 2RH,b,14543,True
456853514,66,48076,TR20 9JU,b,999999999999999999999999,False
456853514,66,48076,TR20 9JU,b,11573,False
456853619,71,21990,WA9 2BD,a,20628,True
456853724,76,134958,M45 7JS,a,12494,True
456853795,47,nil,OX27 7HW,b,24840,True
456853795,47,75615,OX27 7HW,b,24840,True
456853920,72,13606,TN23 3GN,a,14670,False
456854042,94,124450,LE10 0NL,a,21270,True
456854110,62,nil,EX22 7UZ,a,23082,True
456854110,62,115009,EX22 7UZ,a,23082,True
456854181,33,49797,DY12 1LW,a,18213,True
456854284,36,91962,NN8 1EQ,b,20599,True
456854439,91,4507,PE31 6RG,b,23676,False
456854468,20,104868,WF13 3NH,a,3701,True
456854589,41,106999,S6 2AS,b,13828,True
456854739,91,40171,IV4 7GE,b,12325,False
456854780,32,75182,NG12 4FT,a,4118,False
456854928,80,75308,CT20 2TY,b,5266,True
456854983,35,14067,TQ4 6AA,a,999999999999999999999999,True
456854983,35,14067,TQ4 6AA,a,5950,True
456855077,29,24414,CV31 1TW,a,1687,True
456855171,23,83602,TF3 1TA,a,6686,True
456855329,81,35349,NR11 8BU,a,2126,False
456855416,68,73683,SN9 5DP,b,13766,True
456855542,94,117638,IG1 8TS,a,17784,False
456855628,80,30045,KT13 8TN,b,14163,True
456855730,82,81308,IV2 4BQ,a,20564,False
456855807,59,16928,EH4 6QW,a,3311,False
456855880,32,nil,B45 0NN,b,19438,True
456855880,32,52841,B45 0NN,b,19438,True
456855980,32,30610,IP15 5JH,a,15618,True
456856112,64,44453,SN15 2JW,b,20652,True
456856215,67,nil,BT53 7UG,a,20396,False
456856215,67,51231,BT53 7UG,a,20396,False
456856271,23,102312,SO40 9HS,a,11361,True
456856383,35,91399,CH61 6XR,a,999999999999999999999999,True
456856383,35,91399,CH61 6XR,a,9548,True
456856544,96,17561,BA5 1BL,b,16994,True
456856643,95,61827,CB10 1LN,b,943,False
456856690,42,81734,DN37 9PH,a,21955,True
456856808,60,140321,BT93 3AR,b,21730,False
456856939,91,113410,GU14 0DJ,a,22026,True
456856988,40,60794,ML8 5NQ,a,23769,True
456857111,63,31735,CO5 8RE,a,3247,False
456857173,25,4612,LE16 9GY,b,5526,False
456857337,89,90216,CA22 2SD,b,911,True
456857390,42,51242,HP18 0FU,a,6295,False
456857513,65,11888,S2 3GQ,b,10041,False
456857633,85,142578,N16 7EJ,a,11734,True
456857725,77,78285,PO20 8NJ,a,23989,False
456857790,42,nil,KT12 3QL,a,13630,False
456857790,42,11287,KT12 3QL,a,13630,False
456857941,93,96695,ST7 4TN,a,22292,True
456858036,88,129363,NP15 1HX,a,17850,False
456858098,50,8709,SN5 5UL,b,14764,False
456858179,31,43978,NN1 4NL,a,763,True
456858295,47,5256,DL15 8EY,b,6045,False
456858429,81,19145,BA1 2TR,b,16583,True
456858495,47,11771,BN3 5GG,a,13458,False
456858621,73,118596,SA38 9QP,b,17251,True
456858705,57,139484,TF7 9FN,a,4199,True
456858781,33,89972,EN3 7QL,b,19208,True
456858899,51,101788,GL52 8RP,b,7142,True
456859033,85,136201,CH1 2BY,a,23388,True
456859066,18,28552,G3 8PB,b,16049,False
456859217,69,125294,AB31 4LQ,a,10826,True
456859314,66,48919,EH51 0HF,a,15537,True
456859441,93,20332,SE8 4JN,b,13350,True
456859500,52,89734,BS16 2RB,b,3790,True
null,null,null,null,null,999999999999999999999999,False
456859586,38,17627,TS12 3FE,a,2240,False
null,null,null,null,null,999999999999999999999999,False
456859732,84,95085,PH21 1JN,a,24799,False
456859777,29,87516,NE34 6ST,b,9701,True
456859902,54,47075,TW10 7BY,a,4700,False
456860035,87,nil,GL51 6UH,a,24913,True
456860035,87,63268,GL51 6UH,a,24913,True
456860139,91,61727,LL32 8YA,b,9870,False
456860213,65,64263,PR7 1LH,a,8633,True
456860292,44,10336,BN25 2SP,a,1238,True
456860440,92,106914,NR9 5NP,a,4399,True
456860497,49,127919,B29 6QX,a,1009,True
456860598,50,nil,UB8 1AY,b,6133,True
456860598,50,103894,UB8 1AY,b,6133,True
456860696,48,120051,NN11 9BE,a,4535,True
456860814,66,54878,W5 9TY,b,7224,False
456860896,48,124883,BS34 5DN,b,12469,True
456860973,25,38346,CA2 5DZ,b,21400,True
456861091,43,58776,RG14 5HA,b,24707,True
456861236,88,147963,BT17 9AF,b,6162,True
456861274,26,55074,WF11 9LF,b,6693,False
456861425,77,124190,HG3 2UA,a,15845,True
456861511,63,60263,G3 6AX,b,20860,False
456861603,55,94980,NW4 2RL,a,3149,False
456861679,31,nil,NR6 7DY,b,3864,True
456861679,31,148490,NR6 7DY,b,3864,True
456861793,45,96230,EH10 5QB,b,7335,True
456861874,26,33379,CM12 0BT,b,18939,False
456861989,41,7300,ME5 8BD,b,23112,False
456862089,41,63192,ML11 0LN,a,16887,False
456862186,38,27671,DY14 8HN,a,21807,True
null,null,null,null,null,999999999999999999999999,True
456862313,65,54282,M7 1TA,b,24590,True
456862405,57,nil,EH45 8DQ,b,20975,True
456862405,57,97269,EH45 8DQ,b,20975,True
456862517,69,62405,PO36 8NY,a,15775,True
456862589,41,42268,LN5 0QH,b,24037,True
456862733,85,nil,S42 6BH,b,15218,True
456862733,85,51594,S42 6BH,b,15218,True
null,null,null,null,null,999999999999999999999999,True
456862809,61,111507,GU29 9RA,a,18161,True
456862939,91,23374,KY1 3LN,a,12407,False
456862975,27,23433,CM12 0AR,b,12316,False
456863090,42,77485,PA15 1JT,a,23294,False
456863199,51,116235,ME1 2HP,b,1271,True
456863304,56,100320,TQ1 2QP,a,15916,True
456863395,47,141692,WR9 7RW,a,5770,True
456863516,68,109438,NR28 0JH,b,15331,True
456863592,44,34842,BL9 5JB,a,11469,True
456863678,30,13618,HR3 5AS,b,8916,True
456863783,35,126784,CH1 6JZ,b,12203,True
456863869,21,64714,TF2 6PY,b,13240,True
null,null,null,null,null,999999999999999999999999,True
456863969,21,140249,NG7 3GT,b,6591,True
456864081,33,71429,DN8 5LT,b,13570,False
456864196,48,64012,PA42 7DF,a,13898,True
456864276,28,146688,WA11 0FE,a,3644,True
456864418,70,nil,GL11 9AH,b,15258,False
456864418,70,95493,GL11 9AH,b,15258,False
456864521,73,71083,HA6 1UA,a,9629,False
456864626,78,59232,TN24 9QN,b,4476,False
456864734,86,133640,SY4 5GD,b,15780,True
456864802,54,85104,DH3 4DQ,a,3188,True
456864929,81,127697,DN35 8DA,b,12093,True
456865021,73,95061,E16 4QD,b,16752,False
456865090,42,115751,MK4 2EB,b,18139,True
456865191,43,96861,SS16 5NE,a,15706,True
456865276,28,93222,DD4 8PB,b,12321,False
456865416,68,100216,CV32 7LR,a,16091,True
456865485,37,7016,DD4 7PB,b,7334,False
456865583,35,70451,NG7 5FP,a,17826,True
456865742,94,118986,WS8 7DH,a,24751,True
456865769,21,34356,DA7 9PW,b,6128,False
456865867,19,35690,M16 9HY,a,19889,False
456866003,55,33094,WD3 7EU,a,19881,False
456866110,62,110735,TA10 9HX,b,18078,True
456866173,25,84135,SS16 5GP,b,9628,False
456866340,92,146365,PE31 8PN,a,999999999999999999999999,False
456866340,92,146365,PE31 8PN,a,12053,False
456866440,92,113811,GL18 1HF,a,20577,True
456866544,96,nil,DL3 6LS,a,4765,True
456866544,96,102916,DL3 6LS,a,4765,True
456866599,51,70919,SE15 6HR,b,2839,True
456866715,67,94090,DT10 1FR,b,16408,True
456866799,51,43162,BT74 4DH,b,22594,True
456866934,86,34761,CA22 2DS,b,3726,True
456866966,18,39462,WA9 3BS,b,7432,True
456867085,37,nil,PR2 3QJ,a,21375,False
456867085,37,94527,PR2 3QJ,a,21375,False
456867192,44,117692,BH21 3PT,b,7797,True
456867274,26,47611,WC1A 9QW,a,2117,False
456867388,40,12843,RM7 1US,b,16301,False
456867513,65,10877,M40 1QA,a,10036,False
456867595,47,139827,W1A 9AX,a,24934,True
456867724,76,46742,NR10 3AX,a,21743,False
456867837,89,139630,RG14 6RG,a,23523,False
456867911,63,146085,W1U 2ES,a,1175,True
456868035,87,71690,LS15 7SW,a,18920,True
456868132,84,nil,B91 9TA,a,20196,True
456868132,84,127875,B91 9TA,a,20196,True
456868176,28,104473,WR9 8AW,b,6996,True
456868337,89,52775,W8 6BT,b,19104,False
456868391,43,120638,CV31 1TH,b,13086,True
456868508,60,12892,NN2 7LS,b,16171,False
456868611,63,6230,NP13 1SA,a,1947,False
456868739,91,34125,NR1 3BA,b,24189,False
456868811,63,118265,HA5 9HU,a,23280,True
456868884,36,100355,KY5 0UW,b,6394,True
456869003,55,19798,OL12 6XB,a,10342,True
456869141,93,141904,SE10 8TB,a,8795,False
456869187,39,96757,TS21 1BT,a,16943,False
456869316,68,39108,NE15 0EY,b,11554,False
null,null,null,null,null,999999999999999999999999,True
456869431,83,27364,B60 4FP,a,2350,True
456869530,82,80023,YO32 2SF,b,13051,False
456869601,53,47921,BN21 3EX,a,3761,True
456869726,78,12557,SW19 1DS,b,12550,False
456869836,88,39653,TF10 9EJ,a,7036,False
456869909,61,24521,CT11 0EZ,b,999999999999999999999999,False
456869909,61,24521,CT11 0EZ,b,2816,False
456870002,54,51309,BT29 4YW,b,6359,False
456870080,32,113670,GL14 1BG,b,17788,True
456870187,39,30039,ST5 7BY,a,17342,True
456870300,52,10143,B91 2HA,a,17855,False
456870406,58,120969,AB25 1HN,a,3878,False
456870515,67,51894,CH7 5BL,b,15011,True
456870567,19,44096,WR10 3HL,b,17546,True
456870743,95,47217,SY24 5EJ,b,13070,False
456870833,85,4891,LA1 2ND,a,9056,False
456870875,27,25362,RH4 3PZ,b,3545,False
456871020,72,123685,BS5 9TY,a,9221,True
456871114,66,136791,DN12 1PD,a,10374,False
456871215,67,95404,W4 2HS,b,3988,True
456871274,26,112051,NE65 8BP,b,9054,True
456871426,78,71556,NG1 3PR,a,18856,True
456871505,57,133692,M4 1DG,a,23619,False
456871606,58,68663,NE65 9AQ,a,8503,True
456871693,45,148975,GU14 9AA,b,8652,True
456871824,76,80556,IP22 1SW,a,9246,False
456871878,30,27574,LS27 0BY,a,12149,True
456872002,54,54437,G13 3XB,b,4612,True
456872119,71,117856,LE8 9DD,a,8378,True
456872242,94,82361,E16 3QU,b,15137,False
456872304,56,13948,HP15 6BG,b,19292,False
456872393,45,51054,NR19 2PA,a,15623,True
456872526,78,8547,WR5 3AR,a,10110,False
456872635,87,82535,HX3 7NT,a,9965,False
456872701,53,8398,EH13 0EY,b,21002,False
456872820,72,48263,NE5 2BY,b,9082,False
456872882,34,23040,B60 3HU,a,8043,False
456872969,21,147536,OX12 7FD,b,24586,True
456873090,42,102491,WV13 1DZ,a,13257,True
456873233,85,37694,WR3 7WF,a,16612,True
456873272,24,17652,WA3 3AB,b,999999999999999999999999,True
456873272,24,17652,WA3 3AB,b,5165,True
456873396,48,68642,WC2A 3RD,b,1392,False
456873531,83,39255,OX29 9PX,b,9877,False
456873570,22,143978,PE38 0QG,a,13219,False
456873687,39,126541,CF48 3HB,a,663,True
456873813,65,42127,TW20 9DQ,b,8638,True
456873891,43,113625,SO15 0LA,b,20933,True
456873974,26,127278,E17 4TA,a,12325,True
456874111,63,nil,CT1 3HG,b,4317,True
456874111,63,24618,CT1 3HG,b,4317,True
456874168,20,10104,SR7 7TE,a,13190,False
456874297,49,113609,OX10 9LU,b,18736,True
456874422,74,101618,NE38 8LN,a,999999999999999999999999,True
456874422,74,101618,NE38 8LN,a,6514,True
456874527,79,30220,SO14 0RS,a,7112,False
456874637,89,32878,TW8 8AL,b,18800,True
456874685,37,101260,PA8 7JP,b,7269,True
456874816,68,53148,LL12 9BQ,a,16055,True
null,null,null,null,null,999999999999999999999999,True
456874932,84,138567,L39 2YT,b,15883,True
456875007,59,137498,OL8 1DX,a,18384,True
456875122,74,120809,BN1 9AT,b,18440,True
456875181,33,6923,PO19 1BU,b,15029,False
456875300,52,8807,DL1 2JD,b,4025,False
456875380,32,102525,ST21 6HR,b,4866,False
456875495,47,134349,BL9 9TT,b,23900,False
456875618,70,117028,CF83 3EA,a,9245,True
456875739,91,nil,HG5 0UZ,a,19082,False
456875739,91,24033,HG5 0UZ,a,19082,False
456875820,72,75993,BT44 8QS,a,24150,False
456875920,72,12803,CT3 4DE,b,5636,True
456875998,50,70851,OX1 2RL,a,11771,False
456876099,51,129960,NG17 5GB,b,3501,True
456876167,19,95356,ST16 3RH,b,7058,False
456876326,78,4536,CB4 2EJ,a,7278,False
456876434,86,148046,B90 1PS,a,4195,True
456876467,19,110928,CM13 3AG,b,21433,True
456876575,27,nil,HA3 8UF,a,13475,True
456876575,27,100077,HA3 8UF,a,13475,True
456876712,64,51842,CA12 4AY,a,23724,False
null,null,null,null,null,999999999999999999999999,True
456876785,37,78733,TW17 8BD,b,1884,True
456876936,88,nil,WD17 4LQ,b,14281,True
456876936,88,48863,WD17 4LQ,b,14281,True
456876998,50,nil,B47 6AW,b,13876,True
456876998,50,33689,B47 6AW,b,13876,True
456877113,65,38320,NP12 3XB,a,5750,False
456877174,26,19061,ME13 7PS,b,24350,False
456877302,54,37505,B11 1RN,a,2389,True
456877423,75,96006,M11 4JH,b,9315,False
456877476,28,77213,NW9 5HF,b,10454,False
456877593,45,25930,SA14 8QB,a,8835,True
456877711,63,34077,DN9 1HR,b,15622,False
456877778,30,120097,M3 5FF,b,13326,True
456877896,48,56051,SA16 0PT,a,7220,True
456877981,33,136611,W12 7JP,a,10913,True
456878086,38,144689,PE28 2QB,a,6564,True
456878211,63,128116,YO62 5QH,b,5293,False
456878306,58,62950,PA3 1TL,b,6760,False
456878407,59,nil,SP5 3BY,b,10815,False
456878407,59,9161,SP5 3BY,b,10815,False
456878537,89,44507,SK14 4JX,b,8077,False
456878627,79,79428,CH46 1SS,a,24154,True
456878720,72,29428,PR6 7UL,b,21380,False
456878821,73,101150,PE2 9ST,a,5926,True
456878886,38,142768,CA14 5JU,a,4579,True
456879034,86,25195,IP12 3TB,b,8689,True
456879116,68,34342,G4 0QS,a,1107,False
456879229,81,nil,RH18 5EA,a,22595,False
456879229,81,62896,RH18 5EA,a,22595,False
456879291,43,140548,TR16 5PP,a,7381,True
456879403,55,94883,WA4 3DE,a,4035,True
456879473,25,78730,DA12 4PS,b,5751,False
456879644,96,112021,L6 2AX,b,19111,False
456879744,96,41089,BD12 8QZ,b,24482,False
456879810,62,27148,RH12 9UR,b,9906,False
456879917,69,72669,BA20 2XD,b,12856,True
456880035,87,14301,SK17 8LN,a,24596,False
456880111,63,51608,SW16 3JB,b,9360,True
456880183,35,149839,ME20 6AP,a,5317,False
456880331,83,84272,GL4 8DP,b,15639,True
456880369,21,128521,NW10 4EG,a,5072,True
456880472,24,50346,NE5 3RT,b,6301,False
456880603,55,nil,CW2 7JZ,b,9342,True
456880603,55,16540,CW2 7JZ,b,9342,True
456880712,64,95900,KT16 8JN,a,1878,False
456880806,58,74469,BL2 2DP,b,999999999999999999999999,False
456880806,58,74469,BL2 2DP,b,14338,False
456880891,43,133300,EH4 3EP,a,23162,False
456881017,69,30374,NP19 0FN,a,20437,True
456881085,37,144503,CO10 2AW,b,660,True
456881241,93,21701,LD6 5AH,b,23170,False
456881283,35,80894,WF2 8DJ,b,1747,True
456881391,43,64742,LL29 7PT,a,11560,True
456881534,86,98421,SL5 0QL,a,8886,True
456881568,20,129898,IG5 0SH,a,6766,True
null,null,null,null,null,999999999999999999999999,True
456881737,89,71572,DG10 9LD,a,16742,True
456881784,36,55805,CV47 9RE,a,5039,False
456881923,75,31106,ST1 2HD,a,14395,False
456881974,26,98397,DY5 1HA,a,4134,False
456882118,70,76873,OX39 4GA,a,3128,False
456882175,27,52356,ME8 6QQ,b,7706,True
456882280,32,67051,RG20 5RN,b,23185,True
456882370,22,nil,W4 1JX,a,4406,True
456882370,22,62246,W4 1JX,a,4406,True
null,null,null,null,null,999999999999999999999999,True
456882519,71,48890,EX23 8EG,a,18867,True
456882607,59,6265,S71 1UQ,b,999999999999999999999999,False
456882607,59,6265,S71 1UQ,b,15890,False
456882738,90,63007,SG4 8NR,a,999999999999999999999999,True
456882738,90,63007,SG4 8NR,a,19338,True
456882824,76,57673,LL28 5YN,b,19872,False
456882913,65,113400,OX12 8QJ,b,21433,True
456883014,66,92417,GL53 7DZ,a,23199,True
456883110,62,11054,WV5 9BG,a,20085,False
456883237,89,137495,RG19 3XU,b,13209,True
456883332,84,49349,EX1 3WH,b,17521,False
456883430,82,70397,B13 0BA,a,2343,True
456883502,54,121980,DE11 8LT,a,21648,True
456883640,92,126515,BD12 7EA,a,7966,False
456883677,29,126357,IP28 6LB,b,16272,True
456883787,39,119072,SY3 5DH,a,4068,True
456883941,93,117386,GL15 5GF,b,5083,True
456884020,72,107789,DL2 3EY,a,18740,True
456884066,18,36146,WA11 9BE,b,1274,True
456884211,63,37637,OX26 2GA,b,999999999999999999999999,True
456884211,63,37637,OX26 2GA,b,13977,True
456884321,73,126868,SY23 3TF,b,20933,True
456884402,54,75733,BN50 8JR,a,24780,True
456884538,90,141325,HP4 2AH,a,1620,True
456884582,34,34675,CF36 3PH,a,4561,False
456884742,94,116456,HG2 7BQ,a,14033,True
456884828,80,nil,SP2 9DE,a,12619,False
456884828,80,21060,SP2 9DE,a,12619,False
456884899,51,70762,WA7 6LB,a,999999999999999999999999,False
456884899,51,70762,WA7 6LB,a,8554,False
456884979,31,104972,SK11 6AP,a,9960,True
456885111,63,33962,HD2 2FQ,b,8101,False
456885204,56,140314,NG19 8HY,b,4809,True
456885286,38,91934,LD7 1BT,a,15231,False
456885421,73,14791,DE55 5HH,a,22693,False
456885475,27,142953,SW11 4ER,b,24519,True
456885620,72,48719,RM6 4TH,b,22011,False
456885722,74,104120,ML10 6DQ,b,7515,True
456885776,28,nil,PR26 9AE,b,8682,True
456885776,28,104562,PR26 9AE,b,8682,True
456885893,45,75055,SE24 0DG,b,11739,False
456885989,41,16206,PE24 5TJ,b,999999999999999999999999,True
456885989,41,16206,PE24 5TJ,b,8104,True
456886142,94,37642,DH7 7TA,b,6977,False
456886236,88,24873,LL57 3UF,b,5040,True
456886282,34,24058,BH9 3JU,b,19541,True
456886404,56,114288,SL1 4WE,a,12229,True
456886468,20,nil,KT16 0JX,a,19588,True
456886468,20,51745,KT16 0JX,a,19588,True
456886628,80,104004,BS48 3LF,b,20132,True
456886690,42,26886,RG12 0TR,b,999999999999999999999999,True
456886690,42,26886,RG12 0TR,b,24553,True
456886783,35,30837,WF5 0NX,a,8125,True
456886914,66,52165,B65 0EU,a,21556,True
456887041,93,45087,WA11 8SH,a,3186,False
456887114,66,63929,W6 7HF,b,18997,False
456887191,43,68321,MK18 1ND,a,5628,False
456887294,46,78445,HG3 4HQ,a,7202,True
456887367,19,90888,M20 6BP,b,14882,False
456887466,18,39758,CR9 1QN,a,11509,False
456887586,38,97296,SK8 6DF,b,18927,False
456887724,76,49416,BR3 6NS,b,9109,True
456887795,47,112380,NP20 4SZ,a,3984,False
456887894,46,45320,EC1P 1JB,b,14674,True
456887998,50,72350,NP16 6PN,b,1867,True
456888123,75,51386,B76 9ET,a,11309,False
456888234,86,132747,SL6 2PT,b,1247,False
456888330,82,19158,ME5 8HU,a,3027,True
456888423,75,86763,HD6 3TW,a,13751,False
456888483,35,69328,BA7 7LA,a,9872,False
456888642,94,50442,PE14 9DA,a,999999999999999999999999,True
456888642,94,50442,PE14 9DA,a,2939,True
456888682,34,135072,SO45 3PX,b,24618,True
456888769,21,100883,BT74 4NL,b,17841,True
456888914,66,56455,CH43 7YZ,a,21263,True
456889041,93,113058,CV7 9BY,a,865,False
456889083,35,110234,S81 8TT,b,24620,True
456889191,43,34653,SY4 1ER,b,6105,True
456889340,92,28173,RG1 2ST,a,8321,True
456889405,57,121257,CW7 2PF,b,1424,True
456889484,36,15726,BT48 0HP,a,11602,False
456889572,24,148036,KT3 3TB,a,9531,True
456889728,80,71069,CM16 9GB,a,21089,True
456889784,36,12688,CH46 1PY,b,5054,False
456889944,96,92488,TN4 0TW,b,17040,False
456890015,67,57272,IP28 8QN,b,15364,True
456890101,53,130209,AL4 8JZ,a,6612,True
456890238,90,99201,B12 8LH,b,7428,True
456890317,69,100821,TS17 7ES,b,4532,False
456890376,28,nil,TS7 8HB,a,4234,True
456890376,28,16086,TS7 8HB,a,4234,True
456890528,80,85268,M29 7AL,b,19316,True
456890627,79,47324,CF14 3QE,a,16528,True
456890701,53,17595,E3 4AT,b,16438,False
456890817,69,114342,GL51 8HP,a,12698,True
456890934,86,25529,IV25 3RA,b,2157,True
456891035,87,8668,G43 2DJ,b,13381,False
456891092,44,83104,S5 7WG,a,19696,True
456891218,70,18727,TQ2 8SD,a,23041,False
456891311,63,119791,TA7 9BA,b,22256,False
456891422,74,26149,CO6 4QT,a,8176,False
456891518,70,139115,BH1 1EN,b,17861,False
456891582,34,100903,W1J 8NT,b,19028,True
456891671,23,79090,ME5 0TT,b,24491,True
456891788,40,4566,DA1 3AF,b,23340,False
456891941,93,63781,PA13 4PQ,a,24119,False
456892029,81,26517,EX20 1QB,a,23862,True
456892093,45,26256,G62 7PN,a,9254,False
456892191,43,91552,DG9 7RP,b,1841,True
456892336,88,6852,DY6 8AD,b,4720,False
456892426,78,93080,S65 3NP,a,2729,False
456892490,42,58699,WV12 5FL,a,24987,False
456892609,61,120386,PR11 2AN,a,14776,True
456892703,55,126877,LS17 9LB,b,8723,True
456892812,64,142829,BT41 3DX,b,2801,False
456892878,30,87982,LE5 6FJ,a,17262,False
456893027,79,6412,EH21 6QA,b,15247,False
456893105,57,66469,NR14 8NB,a,21305,True
456893174,26,123941,CV22 6LA,b,15838,True
456893282,34,60043,BS22 9JD,b,23743,True
456893414,66,130069,CM23 2FQ,b,19148,True
456893502,54,102852,TF9 2QL,a,6628,True
456893601,53,75974,WR1 1PT,a,7885,True
456893682,34,129663,SG14 1BE,a,6451,False
456893777,29,101543,TN6 1PL,a,5962,False
456893893,45,5953,MK4 4EQ,b,15971,False
456893970,22,131091,PR6 8BX,a,11388,True
456894073,25,107426,HG1 2QS,a,13415,True
456894220,72,35264,B14 4SA,a,13546,False
456894317,69,110690,WF1 3BL,a,19264,True
456894394,46,139787,SA70 7LX,b,5964,True
456894511,63,39064,DL1 1SP,b,17401,True
456894607,59,95935,TN22 2AP,a,999999999999999999999999,False
456894607,59,95935,TN22 2AP,a,7963,False
456894739,91,113689,SW1P 2BU,a,21568,True
456894768,20,88336,PE9 4EX,a,7917,False
456894902,54,31056,HP2 4RX,a,23788,True
456895026,78,93772,EN11 0RU,b,8298,False
456895095,47,nil,MK43 7BP,a,13059,False
456895095,47,99227,MK43 7BP,a,13059,False
456895167,19,135396,SO16 6BE,b,999999999999999999999999,True
456895167,19,135396,SO16 6BE,b,22941,True
456895339,91,133695,CO15 6NZ,a,7709,True
456895417,69,21935,TR13 8TE,a,20744,True
456895513,65,52760,NG5 8HE,b,11989,True
456895593,45,25959,AB25 1EQ,a,14945,False
456895685,37,nil,M22 5EG,b,24607,True
456895685,37,102420,M22 5EG,b,24607,True
456895828,80,121061,NE18 0NA,b,1821,True
456895944,96,100880,CM77 8ND,a,7924,True
456896007,59,nil,FK9 5HD,a,2513,True
456896007,59,129192,FK9 5HD,a,2513,True
456896077,29,136561,BT9 5NB,a,23646,False
456896225,77,71120,BD5 7JH,b,4721,False
456896302,54,145757,FY1 6JA,a,785,True
456896420,72,60377,NE5 4TW,b,1020,False
456896529,81,88273,LE3 1SL,b,17353,True
456896577,29,27468,N19 4HG,a,9333,False
456896684,36,31917,SY2 5JW,b,10925,True
456896778,30,66163,PO31 8AY,a,1212,True
456896921,73,120158,HU9 3HW,a,19099,True
456897030,82,124175,SP5 1JY,a,20920,False
456897144,96,27147,CT11 7EL,a,18598,False
456897183,35,nil,OX5 3DF,b,8526,True
456897183,35,20750,OX5 3DF,b,8526,True
456897297,49,73496,BD22 8PJ,a,5863,True
456897367,19,118746,S60 5JR,a,8854,False
456897512,64,126504,ST19 5NX,b,8655,True
456897619,71,13941,EX8 4HF,b,24721,False
456897730,82,114323,ST15 8EL,b,15032,True
456897791,43,101228,CF14 6BW,b,19977,True
456897935,87,67284,NE6 5AL,b,12219,True
456897983,35,124695,WR8 9DJ,a,8800,True
456898076,28,24148,OL5 9BU,b,3037,True
456898235,87,nil,DN17 1UE,b,13165,True
456898235,87,59828,DN17 1UE,b,13165,True
456898295,47,nil,BN16 3BY,a,16728,True
456898295,47,86679,BN16 3BY,a,16728,True
456898406,58,108651,DH6 4LB,a,4974,False
456898524,76,139909,WF7 5BE,b,22467,True
456898643,95,60416,BB3 1JS,a,23979,True
456898691,43,71969,NE5 1AG,b,12036,False
456898787,39,nil,W1F 7QB,b,13696,True
456898787,39,24142,W1F 7QB,b,13696,True
456898940,92,23128,L39 3LD,a,19369,False
456899015,67,49517,IP14 4TX,a,999999999999999999999999,True
456899015,67,49517,IP14 4TX,a,19953,True
456899115,67,12275,TW14 8AX,b,24359,False
456899193,45,73001,DE4 5EF,b,7695,True
456899291,43,5934,TQ12 5FB,a,21609,False
456899407,59,143155,BT51 3HP,b,6931,True
456899482,34,nil,SL3 0JZ,a,3832,True
456899482,34,122477,SL3 0JZ,a,3832,True
456899582,34,27632,SL2 1QX,a,999999999999999999999999,True
456899582,34,27632,SL2 1QX,a,4092,True
456899740,92,128741,DL14 9RN,a,3280,False
456899811,63,70988,W4 3HN,b,5782,False
456899900,52,51359,CO3 9EN,b,2557,False
456900004,56,23306,TN14 7HN,a,3150,False
null,null,null,null,null,999999999999999999999999,True
456900140,92,79917,SY17 5DZ,b,20711,True
456900181,33,25409,BA2 5RH,b,7416,False
456900310,62,109993,LE2 9GE,b,5815,True
456900435,87,46817,EX7 0GW,a,1732,False
456900535,87,72176,PO6 4AR,b,9168,True
456900631,83,98938,HP1 1HG,b,9006,False
456900741,93,51855,CR0 6RU,b,21176,False
456900798,50,113769,N14 4EJ,b,17007,True
456900873,25,144139,LN4 2FY,a,10319,True
456900974,26,74914,BH8 8JA,a,15258,False
456901125,77,129643,BR7 5NJ,b,15748,True
456901225,77,80500,CH5 2JE,b,2262,True
456901304,56,71589,G42 0QH,a,999999999999999999999999,False
456901304,56,71589,G42 0QH,a,24486,False
